"No.","Time","Source","Destination","Protocol","Length","Info"
"191","0.736807","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [PSH, ACK] Seq=104626 Ack=53843 Win=55936 Len=1382 [TCP PDU reassembled in 208]"
"192","0.736808","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=106008 Ack=53843 Win=55936 Len=1382 [TCP PDU reassembled in 208]"
"193","0.736808","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=107390 Ack=53843 Win=55936 Len=1382 [TCP PDU reassembled in 208]"
"194","0.736809","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=108772 Ack=53843 Win=55936 Len=1382 [TCP PDU reassembled in 208]"
"195","0.736809","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=110154 Ack=53843 Win=55936 Len=1382 [TCP PDU reassembled in 208]"
"196","0.736809","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=111536 Ack=53843 Win=55936 Len=1382 [TCP PDU reassembled in 208]"
"197","0.736873","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=62139 Ack=81132 Win=252480 Len=0"
"198","0.736915","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=62139 Ack=83896 Win=249728 Len=0"
"199","0.736926","10.150.135.113","128.135.24.73","TCP","54","[TCP Window Update] 53786  >  443 [ACK] Seq=62139 Ack=83896 Win=262144 Len=0"
"200","0.736938","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=62139 Ack=99098 Win=246976 Len=0"
"201","0.736944","10.150.135.113","128.135.24.73","TCP","54","[TCP Window Update] 53786  >  443 [ACK] Seq=62139 Ack=99098 Win=262144 Len=0"
"202","0.736982","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=62139 Ack=112918 Win=262144 Len=0"
"203","0.737383","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=112918 Ack=53843 Win=55936 Len=1382 [TCP PDU reassembled in 208]"
"204","0.737384","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=114300 Ack=53843 Win=55936 Len=1382 [TCP PDU reassembled in 208]"
"205","0.737385","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=115682 Ack=53843 Win=55936 Len=1382 [TCP PDU reassembled in 208]"
"206","0.737385","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=117064 Ack=53843 Win=55936 Len=1382 [TCP PDU reassembled in 208]"
"207","0.737386","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=118446 Ack=53843 Win=55936 Len=1382 [TCP PDU reassembled in 208]"
"208","0.737387","128.135.24.73","10.150.135.113","TLSv1.2","1436","Application Data"
"209","0.737388","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=121210 Ack=53843 Win=55936 Len=1382 [TCP PDU reassembled in 220]"
"210","0.737388","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=122592 Ack=53843 Win=55936 Len=1382 [TCP PDU reassembled in 220]"
"211","0.737389","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=123974 Ack=53843 Win=55936 Len=1382 [TCP PDU reassembled in 220]"
"212","0.737390","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=125356 Ack=53843 Win=55936 Len=1382 [TCP PDU reassembled in 220]"
"213","0.737391","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=126738 Ack=53843 Win=55936 Len=1382 [TCP PDU reassembled in 220]"
"214","0.737391","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=128120 Ack=53843 Win=55936 Len=1382 [TCP PDU reassembled in 220]"
"215","0.737392","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=129502 Ack=53843 Win=55936 Len=1382 [TCP PDU reassembled in 220]"
"216","0.737393","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=130884 Ack=53843 Win=55936 Len=1382 [TCP PDU reassembled in 220]"
"217","0.737394","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=132266 Ack=53843 Win=55936 Len=1382 [TCP PDU reassembled in 220]"
"218","0.737395","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=133648 Ack=53843 Win=55936 Len=1382 [TCP PDU reassembled in 220]"
"219","0.737396","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [PSH, ACK] Seq=135030 Ack=53843 Win=55936 Len=1382 [TCP PDU reassembled in 220]"
"220","0.737397","128.135.24.73","10.150.135.113","TLSv1.2","1436","Application Data, Application Data"
"221","0.737397","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=137794 Ack=57947 Win=53632 Len=1382 [TCP PDU reassembled in 235]"
"222","0.737398","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=139176 Ack=57947 Win=53632 Len=1382 [TCP PDU reassembled in 235]"
"223","0.737399","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=140558 Ack=57947 Win=53632 Len=1382 [TCP PDU reassembled in 235]"
"224","0.737400","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=141940 Ack=57947 Win=53632 Len=1382 [TCP PDU reassembled in 235]"
"225","0.737400","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=143322 Ack=57947 Win=53632 Len=1382 [TCP PDU reassembled in 235]"
"226","0.737401","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [PSH, ACK] Seq=144704 Ack=57947 Win=53632 Len=1382 [TCP PDU reassembled in 235]"
"227","0.737402","128.135.24.73","10.150.135.113","TCP","56","443  >  53786 [ACK] Seq=146086 Ack=62093 Win=62592 Len=0"
"228","0.737404","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=146086 Ack=62139 Win=62592 Len=1382 [TCP PDU reassembled in 235]"
"229","0.737405","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=147468 Ack=62139 Win=62592 Len=1382 [TCP PDU reassembled in 235]"
"230","0.737405","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=148850 Ack=62139 Win=62592 Len=1382 [TCP PDU reassembled in 235]"
"231","0.737406","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=150232 Ack=62139 Win=62592 Len=1382 [TCP PDU reassembled in 235]"
"232","0.737450","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=62139 Ack=151614 Win=262144 Len=0"
"233","0.738290","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [PSH, ACK] Seq=151614 Ack=62139 Win=62592 Len=1382 [TCP PDU reassembled in 235]"
"234","0.738483","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=62139 Ack=152996 Win=262144 Len=0"
"235","0.743103","128.135.24.73","10.150.135.113","TLSv1.2","1436","Application Data"
"236","0.743105","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=154378 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 247]"
"237","0.743106","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=155760 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 247]"
"238","0.743106","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=157142 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 247]"
"239","0.743107","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=158524 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 247]"
"240","0.743108","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=159906 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 247]"
"241","0.743108","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=161288 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 247]"
"242","0.743109","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=162670 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 247]"
"243","0.743110","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=164052 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 247]"
"244","0.743110","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=165434 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 247]"
"245","0.743111","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=166816 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 247]"
"246","0.743112","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [PSH, ACK] Seq=168198 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 247]"
"247","0.743113","128.135.24.73","10.150.135.113","TLSv1.2","1436","Application Data"
"248","0.743113","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=170962 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 259]"
"249","0.743114","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=172344 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 259]"
"250","0.743115","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=173726 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 259]"
"251","0.743116","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=175108 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 259]"
"252","0.743117","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=176490 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 259]"
"253","0.743117","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=177872 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 259]"
"254","0.743118","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=179254 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 259]"
"255","0.743118","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=180636 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 259]"
"256","0.743119","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=182018 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 259]"
"257","0.743120","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=183400 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 259]"
"258","0.743120","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=184782 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 259]"
"259","0.743121","128.135.24.73","10.150.135.113","TLSv1.2","1436","Application Data"
"260","0.743121","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=187546 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 273]"
"261","0.743122","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [PSH, ACK] Seq=188928 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 273]"
"262","0.743123","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=190310 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 273]"
"263","0.743124","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=191692 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 273]"
"264","0.743124","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=193074 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 273]"
"265","0.743125","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=194456 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 273]"
"266","0.743125","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=195838 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 273]"
"267","0.743182","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=62139 Ack=168198 Win=246976 Len=0"
"268","0.743227","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=62139 Ack=197220 Win=262144 Len=0"
"269","0.743629","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=197220 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 273]"
"270","0.743630","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=198602 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 273]"
"271","0.743631","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=199984 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 273]"
"272","0.743631","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=201366 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 273]"
"273","0.743632","128.135.24.73","10.150.135.113","TLSv1.2","1436","Application Data"
"274","0.743632","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=204130 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 284]"
"275","0.743633","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=205512 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 284]"
"276","0.743634","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=206894 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 284]"
"277","0.743635","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=208276 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 284]"
"278","0.743635","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=209658 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 284]"
"279","0.743636","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=211040 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 284]"
"280","0.743636","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [PSH, ACK] Seq=212422 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 284]"
"281","0.743637","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=213804 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 284]"
"282","0.743638","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=215186 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 284]"
"283","0.743639","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [PSH, ACK] Seq=216568 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 284]"
"284","0.743639","128.135.24.73","10.150.135.113","TLSv1.2","1436","Application Data"
"285","0.743640","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=219332 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 296]"
"286","0.743641","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=220714 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 296]"
"287","0.743641","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=222096 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 296]"
"288","0.743642","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=223478 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 296]"
"289","0.743642","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=224860 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 296]"
"290","0.743643","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=226242 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 296]"
"291","0.743644","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=227624 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 296]"
"292","0.743644","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=229006 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 296]"
"293","0.743645","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=230388 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 296]"
"294","0.743646","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=231770 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 296]"
"295","0.743646","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=233152 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 296]"
"296","0.743647","128.135.24.73","10.150.135.113","TLSv1.2","1436","Application Data"
"297","0.743647","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=235916 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 310]"
"298","0.743648","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=237298 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 310]"
"299","0.743649","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=238680 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 310]"
"300","0.743649","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=240062 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 310]"
"301","0.743885","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=62139 Ack=241444 Win=262144 Len=0"
"302","0.744420","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=241444 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 310]"
"303","0.744421","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=242826 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 310]"
"304","0.744421","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=244208 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 310]"
"305","0.744422","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=245590 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 310]"
"306","0.744423","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [PSH, ACK] Seq=246972 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 310]"
"307","0.744423","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=248354 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 310]"
"308","0.744424","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=249736 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 310]"
"309","0.744449","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=62139 Ack=251118 Win=262144 Len=0"
"310","0.744962","128.135.24.73","10.150.135.113","TLSv1.2","1436","Application Data"
"311","0.744962","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=252500 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 316]"
"312","0.744963","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=253882 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 316]"
"313","0.744963","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=255264 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 316]"
"314","0.744964","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=256646 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 316]"
"315","0.744964","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=258028 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 316]"
"316","0.744965","128.135.24.73","10.150.135.113","TLSv1.2","1436","Application Data"
"317","0.744965","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=260792 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 328]"
"318","0.744966","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=262174 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 328]"
"319","0.744966","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=263556 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 328]"
"320","0.744967","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=264938 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 328]"
"321","0.744967","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=266320 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 328]"
"322","0.744968","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=267702 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 328]"
"323","0.744968","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=269084 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 328]"
"324","0.744969","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=270466 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 328]"
"325","0.744969","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=271848 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 328]"
"326","0.744970","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=273230 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 328]"
"327","0.744970","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=274612 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 328]"
